calle,calle filtrada,calle filtrada2,factor fiabilidad,gender,wikipedia
Carrer del Doctor Bergós,Doctor Bergós,,-0.5,Male,
Carrer del Doctor Bové,Doctor Bové,,-0.5,Male,
Carrer del Doctor Cadevall,Doctor Cadevall,,-0.5,Male,
Carrer del Doctor Carulla,Doctor Carulla,,-0.5,Male,
Carrer del Doctor Carulla,Doctor Carulla,,-0.5,Male,
Carrer del Doctor Coll,Doctor Coll,,-0.5,Male,
carrer del Doctor Daudí,Doctor Daudí,,-0.5,Male,
Carrer del Doctor Ferran,Doctor Ferran,,-0.5,Male,
Carrer del Doctor Ferran,Doctor Ferran,,-0.5,Male,
Carrer del Doctor Ferran,Doctor Ferran,,-0.5,Male,
Carrer del Doctor Figuerola,Doctor Figuerola,,-0.5,Male,
Carrer del Doctor Fleming,Doctor Fleming,,-0.5,Male,
Carrer del Doctor Francesc Darder,Doctor Francesc Darder,,-0.5,Male,
Carrer del Doctor Ibáñez,Doctor Ibáñez,,-0.5,Male,
Carrer del Doctor Ignasi Barraquer,Doctor Ignasi Barraquer,,-0.5,Male,
carrer del Doctor Joaquim Albarran,Doctor Joaquim Albarran,,-0.5,Male,
Carrer del Doctor Josep Castells,Doctor Josep Castells,,-0.5,Male,
Carrer del Doctor Letamendi,Doctor Letamendi,,-0.5,Male,
Carrer del Doctor Manuel Riera,Doctor Manuel Riera,,-0.5,Male,
Carrer del Doctor Martí i Julià,Doctor Martí i Julià,,-0.5,Male,
Carrer del Doctor Mascaró,Doctor Mascaró,,-0.5,Male,
carrer del Doctor Pagès,Doctor Pagès,,-0.5,Male,
Carrer del Doctor Ramon Turró,Doctor Ramon Turró,,-0.5,Male,
carrer del Doctor Rizal,Doctor Rizal,,-0.5,Male,
Carrer del Doctor Santponç,Doctor Santponç,,-0.5,Male,
Carrer del Doctor Severo Ochoa,Doctor Severo Ochoa,,-0.5,Male,
Carrer del Doctor Trueta,Doctor Trueta,,-0.5,Male,
Carrer del Doctor Valls,Doctor Valls,,-0.5,Male,
Carrer del Doctor Zamenhof,Doctor Zamenhof,,-0.5,Male,
Carrer del Doctor Zamenhof,Doctor Zamenhof,,-0.5,Male,
Carrer del Dr. Jaume Ferran,Dr. Jaume Ferran,,-0.5,Male,
Carrer del Dr. Martí i Julià,Dr. Martí i Julià,,-0.5,Male,
Carrer del Duran,Duran,,-0.5,Male,
Carrer del General Álvarez de Castro,General Álvarez Castro,,-0.5,Male,
Carrer del General Batet,General Batet,,-0.5,Male,
Carrer del General Batet,General Batet,,-0.5,Male,
Carrer del General Castaños,General Castaños,,-0.5,Male,
Carrer del general Josep Manso i Solà,general Josep Manso i Solà,,-0.5,Male,
Carrer del General Manso,General Manso,,-0.5,Male,
Carrer del General Manso,General Manso,,-0.5,Male,
Carrer del General Mendoza,General Mendoza,,-0.5,Male,
carrer del General Moragas,General Moragas,,-0.5,Male,
Carrer del General Prim,General Prim,,-0.5,Male,
Carrer del General Vives,General Vives,,-0.5,Male,
carrer del General Weyler,General Weyler,,-0.5,Male,
Carrer del Germà Bernabé,Germà Bernabé,,-0.5,Male,
Carrer del Mariscal Joffre,Mariscal Joffre,,-0.5,Male,
Carrer del Marques d'Espanya,Marques Espanya,,-0.5,Male,
Carrer del Marquès de Campo Sagrado,Marquès Campo Sagrado,,-0.5,Male,
Carrer del Marquès de Campo Sagrado,Marquès Campo Sagrado,,-0.5,Male,
Carrer del Mestre Antoni Nicolau,Mestre Antoni Nicolau,,-0.5,Male,
Carrer del Mestre Carbó,Mestre Carbó,,-0.5,Male,
Carrer del Mestre Dalmau,Mestre Dalmau,,-0.5,Male,
Carrer del Mestre Jesús Orti,Mestre Jesús Orti,,-0.5,Male,
Carrer del Mestre Joaquim Rosal,Mestre Joaquim Rosal,,-0.5,Male,
Carrer del Mestre Joaquim Rosal,Mestre Joaquim Rosal,,-0.5,Male,
Carrer del Mestre Lluís Millet,Mestre Lluís Millet,,-0.5,Male,
Carrer del Mestre Nicolau,Mestre Nicolau,,-0.5,Male,
Carrer del Mestre Serradesanferm,Mestre Serradesanferm,,-0.5,Male,
Carrer del músic Blai Carmona,músic Blai Carmona,,-0.5,Male,
Carrer del Music Pau Casals,Music Pau Casals,,-0.5,Male,
Carrer del Nil,Nil,,-0.5,Male,
Carrer del Padró,Padró,,-0.5,Male,
Carrer del Pont de Sant Martí,Pont Sant Martí,,-0.5,Male,
Carrer del Príncep Jordi,Príncep Jordi,,-0.5,Male,
Carrer del Puig Castellar,Puig Castellar,,-0.5,Male,
Carrer del Rabí Rubén,Rabí Rubén,,-0.5,Male,
Carrer del Rector de Vallfogona,Rector Vallfogona,,-0.5,Male,
Carrer del Rector Homs,Rector Homs,,-0.5,Male,
Carrer del Rector Pere Peciller,Rector Pere Peciller,,-0.5,Male,
Carrer del Rector Triadó,Rector Triadó,,-0.5,Male,
Carrer del Rector Triadó,Rector Triadó,,-0.5,Male,
Carrer del Rector Voltà,Rector Voltà,,-0.5,Male,
Carrer del Regent Mendieta,Regent Mendieta,,-0.5,Male,
Carrer del Regent Mendieta,Regent Mendieta,,-0.5,Male,
Carrer del Riu de la Plata,Riu Plata,,-0.5,Male,
Carrer del Sant Crist,Sant Crist,,-0.5,Male,
Carrer del Taquígraf Martí,Taquígraf Martí,,-0.5,Male,
Carrer del Tenor Masini,Tenor Masini,,-0.5,Male,
Carrer del Tenor Masini,Tenor Masini,,-0.5,Male,
Carrer del Tenor Viñas,Tenor Viñas,,-0.5,Male,
Carrer dels Cecs de Sant Cugat,Cecs Sant Cugat,,-0.5,Male,
Carrer dels Germans Carreras,Germans Carreras,,-0.5,Male,
Carrer dels Germans Desvalls,Germans Desvalls,,-0.5,Male,
Carrer dels Germans Lladó,Germans Lladó,,-0.5,Male,
Carrer dels Herois del Bruc,Herois Bruc,,-0.5,Male,
Carrer dels Lamote de Grignon,Lamote Grignon,,-0.5,Male,
Carrer dels Valero,Valero,,-0.5,Male,
Carrer Diògenes,Diògenes,,-0.5,Male,
Carrer Doctor Antoni Pujades,Doctor Antoni Pujades,,-0.5,Male,
Carrer Doctor Barraquer,Doctor Barraquer,,-0.5,Male,
Carrer Doctor Bergós,Doctor Bergós,,-0.5,Male,
Carrer Doctor Fleming,Doctor Fleming,,-0.5,Male,
Carrer Dr. Ferran i Clua,Dr. Ferran i Clua,,-0.5,Male,
Carrer Dr. Gregorio Maranon,Dr. Gregorio Maranon,,-0.5,Male,
Carrer Dr. Martí Julià,Dr. Martí Julià,,-0.5,Male,
Carrer Dr. Pere Nubiola,Dr. Pere Nubiola,,-0.5,Male,
Carrer Enric Morera,Enric Morera,,-0.5,Male,
Carrer Enric Morera,Enric Morera,,-0.5,Male,
Carrer Esteve Carbonell,Esteve Carbonell,,-0.5,Male,
Carrer Ferrer Vidal,Ferrer Vidal,,-0.5,Male,
carrer Fondal de Sant Martí,Fondal Sant Martí,,-0.5,Male,
Carrer Fra Josep Puigdengolas,Fra Josep Puigdengolas,,-0.5,Male,
Carrer Francesc Layret,Francesc Layret,,-0.5,Male,
Carrer Francesc Macià,Francesc Macià,,-0.5,Male,
Carrer Francesc Sáez,Francesc Sáez,,-0.5,Male,
Carrer Frederic Mompou,Frederic Mompou,,-0.5,Male,
Carrer General Moragues,General Moragues,,-0.5,Male,
Carrer General O'Donnell,General O'Donnell,,-0.5,Male,
Carrer General Prim,General Prim,,-0.5,Male,
Carrer General Prim,General Prim,,-0.5,Male,
Carrer Gran de Sant Andreu,Gran Sant Andreu,,-0.5,Male,
Carrer Gran de Sant Andreu,Gran Sant Andreu,,-0.5,Male,
Carrer Íscle Soler,Íscle Soler,,-0.5,Male,
Carrer Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Carrer Jaume Canalias i Amat,Jaume Canalias i Amat,,-0.5,Male,
Carrer Jaume Casas Pallarols,Jaume Casas Pallarols,,-0.5,Male,
Carrer Jaume I,Jaume I,,-0.5,Male,
Carrer Jaume Riba,Jaume Riba,,-0.5,Male,
Carrer Jaume Ribas,Jaume Ribas,,-0.5,Male,
Carrer Joanot Martorell,Joanot Martorell,,-0.5,Male,
Carrer Josep Anguera i Sala,Josep Anguera i Sala,,-0.5,Male,
Carrer Josep de Vicenç Foix,Josep Vicenç Foix,,-0.5,Male,
Carrer Josep Plà,Josep Plà,,-0.5,Male,
Carrer Josep Torres i Bages,Josep Torres i Bages,,-0.5,Male,
Carrer Juan de la Cierva,Juan Cierva,,-0.5,Male,
Carrer Leonardo Da Vinci,Leonardo Da Vinci,,-0.5,Male,
Carrer Lluís Companys,Lluís Companys,,-0.5,Male,
Carrer Lluís Companys,Lluís Companys,,-0.5,Male,
Carrer Lluís Pascual Roca,Lluís Pascual Roca,,-0.5,Male,
Carrer Louis Braille,Louis Braille,,-0.5,Male,
Carrer Major de Can Caralleu,Major Can Caralleu,,-0.5,Male,
Carrer Major de Can Caralleu,Major Can Caralleu,,-0.5,Male,
Carrer Major del Rectoret,Major Rectoret,,-0.5,Male,
Carrer Manuel de Falla,Manuel Falla,,-0.5,Male,
carrer Manuel Sanchis i Guarner,Manuel Sanchis i Guarner,,-0.5,Male,
Carrer Menendez Pelayo,Menendez Pelayo,,-0.5,Male,
Carrer Menéndez Pelayo,Menéndez Pelayo,,-0.5,Male,
Carrer Mestre Lluís Millet,Mestre Lluís Millet,,-0.5,Male,
Carrer Mestre Serrano,Mestre Serrano,,-0.5,Male,
Carrer Miquel Boera,Miquel Boera,,-0.5,Male,
Carrer Mossèn Antoni Solanas,Mossèn Antoni Solanas,,-0.5,Male,
Carrer Mossèn Cinto Verdaguer,Mossèn Cinto Verdaguer,,-0.5,Male,
Carrer Mossèn Jaume Busquets,Mossèn Jaume Busquets,,-0.5,Male,
Carrer Mossèn Pañella,Mossèn Pañella,,-0.5,Male,
Carrer Mossèn Santiago Oliveras,Mossèn Santiago Oliveras,,-0.5,Male,
carrer Mozart,Mozart,,-0.5,Male,
Carrer Narcís Monturiol,Narcís Monturiol,,-0.5,Male,
carrer Pascual,Pascual,,-0.5,Male,
Carrer Pau Casals,Pau Casals,,-0.5,Male,
Carrer Pau Feu,Pau Feu,,-0.5,Male,
Carrer Pau Sans,Pau Sans,,-0.5,Male,
Carrer Pau Vila,Pau Vila,,-0.5,Male,
Carrer Pedro Bas Pérez,Pedro Bas Pérez,,-0.5,Male,
Carrer Pío Baroja,Pío Baroja,,-0.5,Male,
Carrer Ponce de León,Ponce León,,-0.5,Male,
Carrer Rafael Alberti,Rafael Alberti,,-0.5,Male,
Carrer Rafael Campalans,Rafael Campalans,,-0.5,Male,
Carrer Ramon Estruch,Ramon Estruch,,-0.5,Male,
carrer Ramon i Cajal,Ramon i Cajal,,-0.5,Male,
Carrer Ramon Llull,Ramon Llull,,-0.5,Male,
Carrer Rector Bruguera,Rector Bruguera,,-0.5,Male,
Carrer Roger de Flor,Roger Flor,,-0.5,Male,
Carrer Rubén Darío,Rubén Darío,,-0.5,Male,
Carrer Salvador Cardenal,Salvador Cardenal,,-0.5,Male,
Carrer Salvador Dalí,Salvador Dalí,,-0.5,Male,
Carrer Salvador Espriu,Salvador Espriu,,-0.5,Male,
Carrer Salvador Segui,Salvador Segui,,-0.5,Male,
carrer Sant Antoni,Sant Antoni,,-0.5,Male,
Carrer Sant Antoni,Sant Antoni,,-0.5,Male,
Carrer Sant Domènec,Sant Domènec,,-0.5,Male,
Carrer Sant Domènec,Sant Domènec,,-0.5,Male,
Carrer Sant Enric,Sant Enric,,-0.5,Male,
Carrer Sant Eugeni,Sant Eugeni,,-0.5,Male,
Carrer Sant Feliú,Sant Feliú,,-0.5,Male,
Carrer Sant Francesc,Sant Francesc,,-0.5,Male,
carrer Sant Ignasi,Sant Ignasi,,-0.5,Male,
carrer Sant Ignasi de Loiola,Sant Ignasi Loiola,,-0.5,Male,
Carrer Sant Josep,Sant Josep,,-0.5,Male,
Carrer Sant Josep,Sant Josep,,-0.5,Male,
Carrer Sant Josep,Sant Josep,,-0.5,Male,
Carrer Sant Martí,Sant Martí,,-0.5,Male,
Carrer Sant Martí de l'Erm,Sant Martí Erm,,-0.5,Male,
Carrer Sant Mateu,Sant Mateu,,-0.5,Male,
Carrer Sant Mateu,Sant Mateu,,-0.5,Male,
Carrer Sant Oleguer,Sant Oleguer,,-0.5,Male,
Carrer Sant Pau,Sant Pau,,-0.5,Male,
Carrer Sant Pere,Sant Pere,,-0.5,Male,
Carrer Sant Pius X,Sant Pius X,,-0.5,Male,
Carrer Sant Pol,Sant Pol,,-0.5,Male,
Carrer Sant Quirze Safaja,Sant Quirze Safaja,,-0.5,Male,
Carrer Sant Ramon,Sant Ramon,,-0.5,Male,
Carrer Sant Roc,Sant Roc,,-0.5,Male,
Carrer Sant Silvestre,Sant Silvestre,,-0.5,Male,
Carrer Sant Vicenç Ferrer,Sant Vicenç Ferrer,,-0.5,Male,
carrer Santo Tomás,Santo Tomás,,-0.5,Male,
Carrer Teodor Lacalle,Teodor Lacalle,,-0.5,Male,
Carrer Teodor Roviralta,Teodor Roviralta,,-0.5,Male,
Carrer Washington,Washington,,-0.5,Male,
Carreró de Ca l'Iglésies,ó Ca l'Iglésies,,-0.5,Male,
Carreró de Sant Bonaventura,ó Sant Bonaventura,,-0.5,Male,
"Enric Morera, plaça d'","Enric Morera,",,-0.5,Male,
Francesc Candel,Francesc Candel,,-0.5,Male,
Frederic Puig,Frederic Puig,,-0.5,Male,
Gran Via de Carles III,Gran  Carles III,,-0.5,Male,
Grup Sant Jordi,Grup  Jordi,,-0.5,Male,
Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Josep Palau i Fabre,Josep Pau i Fabre,,-0.5,Male,
Josep Tarradellas bis,Josep Tarrabis,,-0.5,Male,
Laureà Miró,Laureà Miró,,-0.5,Male,
Marià Benlliure,Marià Benlliure,,-0.5,Male,
Martí i Codolar,Martí i Codor,,-0.5,Male,
Martí Pujol,Martí Pujol,,-0.5,Male,
Narcís Monturiol,Narcís Monturiol,,-0.5,Male,
Pas Antonio Cuadrillero,Pas Antonio Cuadrillero,,-0.5,Male,
Pas d'Isadora Duncan,Pas d'Isadora Duncan,,-0.5,Male,
Passatge Antonio Machado,Antonio Machado,,-0.5,Male,
Passatge Beethoven,Beethoven,,-0.5,Male,
passatge d'Albert Llanas,passatge Albert Lnas,,-0.5,Male,
Passatge d'Alfonso Lafuente,Alfonso Lafuente,,-0.5,Male,
Passatge d'Alió,Alió,,-0.5,Male,
Passatge d'Amadeu Bagués,Amadeu Bagués,,-0.5,Male,
Passatge d'Antoni Gassol,Antoni Gassol,,-0.5,Male,
Passatge d'Antoni Riera Cortés,Antoni Riera Cortés,,-0.5,Male,
passatge d'en Josep Gironés,en Josep Gironés,,-0.5,Male,
Passatge d'Hug de Montcada,Hug Montcada,,-0.5,Male,
Passatge de Bernardí Martorell,Bernardí Martorell,,-0.5,Male,
Passatge de Bernat Fenollar,Bernat Fenollar,,-0.5,Male,
Passatge de Daniel Cardona i Civit,Daniel Cardona i Civit,,-0.5,Male,
Passatge de Federico García Lorca,Federico García Lorca,,-0.5,Male,
Passatge de Francesc Layret,Francesc Layret,,-0.5,Male,
Passatge de Grau,Grau,,-0.5,Male,
Passatge de Jacint Guardiola,Jacint Guardiola,,-0.5,Male,
Passatge de Jaume Roig,Jaume Roig,,-0.5,Male,
Passatge de Josep Fiter,Josep Fiter,,-0.5,Male,
Passatge de Josep Llovera,Josep Llovera,,-0.5,Male,
passatge de Josep Pla i Casadevall,passatge Josep P i Casadevall,,-0.5,Male,
Passatge de Julià,Julià,,-0.5,Male,
passatge de Liszt,Liszt,,-0.5,Male,
Passatge de Lluís Cutchet,Lluís Cutchet,,-0.5,Male,
Passatge de Louis Amstrong,Louis Amstrong,,-0.5,Male,
Passatge de Malet,Malet,,-0.5,Male,
Passatge de Marí,Marí,,-0.5,Male,
Passatge de Mariner,Mariner,,-0.5,Male,
Passatge de Méndez Vigo,Méndez Vigo,,-0.5,Male,
Passatge de Napoleó,Napoleó,,-0.5,Male,
Passatge de Pau Hernández,Pau Hernández,,-0.5,Male,
passatge de Peius Gener,Peius Gener,,-0.5,Male,
Passatge de Porta,Porta,,-0.5,Male,
Passatge de Puig Aguilar,Puig Aguilar,,-0.5,Male,
Passatge de Ramon Codina,Ramon Codina,,-0.5,Male,
Passatge de Ricard Zamora,Ricard Zamora,,-0.5,Male,
Passatge de Roger de Flor,Roger de Flor,,-0.5,Male,
Passatge de Salvador Riera,Salvador Riera,,-0.5,Male,
Passatge de Sant Antoni Abat,Sant Antoni Abat,,-0.5,Male,
Passatge de Sant Benet,Sant Benet,,-0.5,Male,
Passatge de Sant Bernat,Sant Bernat,,-0.5,Male,
Passatge de Sant Carles,Sant Carles,,-0.5,Male,
passatge de Sant Cebrià,passatge  Cebrià,,-0.5,Male,
Passatge de Sant Francesc,Sant Francesc,,-0.5,Male,
Passatge de Sant Jaume,Sant Jaume,,-0.5,Male,
Passatge de Sant Jeroni de la Murtra,Sant Jeroni Murtra,,-0.5,Male,
Passatge de Sant Lluis,Sant Lluis,,-0.5,Male,
Passatge de Sant Miquel,Sant Miquel,,-0.5,Male,
Passatge de Sant Miquel,Sant Miquel,,-0.5,Male,
Passatge de Sant Pascual,Sant Pascual,,-0.5,Male,
Passatge de Sant Pau,Sant Pau,,-0.5,Male,
Passatge de Sant Pere,Sant Pere,,-0.5,Male,
Passatge de Wagner,Wagner,,-0.5,Male,
Passatge del Dormitori de Sant Francesc,Dormitori Sant Francesc,,-0.5,Male,
passatge del Pas de la Guineu,passatge Pas  Guineu,,-0.5,Male,
Passatge del Rector Martí i Piñol,Rector Martí i Piñol,,-0.5,Male,
Passatge del Regent Mendieta,Regent Mendieta,,-0.5,Male,
Passatge del Regent Mendieta,Regent Mendieta,,-0.5,Male,
Passatge Jaume Galobardes,Jaume Galobardes,,-0.5,Male,
Passatge Jaume Martinez Vendrell,Jaume Martinez Vendrell,,-0.5,Male,
Passatge Jordi Ferran,Jordi Ferran,,-0.5,Male,
Passatge Jordi Ferran,Jordi Ferran,,-0.5,Male,
Passatge Josep Serrano,Josep Serrano,,-0.5,Male,
Passatge Lluis Pellicer,Lluis Pellicer,,-0.5,Male,
Passatge Pere Calders,Pere Calders,,-0.5,Male,
Passatge Pere Rodríguez,Pere Rodríguez,,-0.5,Male,
Passatge Pere Rodríguez,Pere Rodríguez,,-0.5,Male,
Passatge Salvador Espriu,Salvador Espriu,,-0.5,Male,
Passatge Sant Lluis,Sant Lluis,,-0.5,Male,
Passatge Sant Ramon Nonat,Sant Ramon Nonat,,-0.5,Male,
Passatge Sant Salvador,Sant Salvador,,-0.5,Male,
Passeig Comte Vilardaga,Comte Vilardaga,,-0.5,Male,
Passeig d'Andreu Nin,Andreu Nin,,-0.5,Male,
Passeig d'Olof Palme,Olof Palme,,-0.5,Male,
Passeig de Francesc Macià i Llusà,Francesc Macià i Llusà,,-0.5,Male,
Passeig de Josep Carner,Josep Carner,,-0.5,Male,
Passeig de Josep Nicolau,Josep Nicolau,,-0.5,Male,
Passeig de Lluís Companys,Lluís Companys,,-0.5,Male,
Passeig de Manuel Girona,Manuel Girona,,-0.5,Male,
Passeig de Sant Antoni,Sant Antoni,,-0.5,Male,
Passeig de Sant Antoni,Sant Antoni,,-0.5,Male,
Passeig de Sant Francesc,Sant Francesc,,-0.5,Male,
Passeig de Sant Gervasi,Sant Gervasi,,-0.5,Male,
Passeig de Sant Jordi,Sant Jordi,,-0.5,Male,
Passeig del Mossen Jaume Gordi,Mossen Jaume Gordi,,-0.5,Male,
Plaça Blas Infante,Blas Infante,,-0.5,Male,
Plaça d'Adrià,Adrià,,-0.5,Male,
Plaça d'Antoni Pérez i Moya,Antoni Pérez i Moya,,-0.5,Male,
plaça d'Enric Parellada,Enric Parellada,,-0.5,Male,
Plaça d'Ildefons Cerdà,Ildefons Cerdà,,-0.5,Male,
Plaça de Baudili Cortada,Baudili Cortada,,-0.5,Male,
plaça de Castelló,Castelló,,-0.5,Male,
Plaça de Dante,Dante,,-0.5,Male,
Plaça de Francesc Macià,Francesc Macià,,-0.5,Male,
Plaça de Francesc Macià i Llussà,Francesc Macià i Llussà,,-0.5,Male,
Plaça de Jacinto Benavente,Jacinto Benavente,,-0.5,Male,
Plaça de Jaume II,Jaume II,,-0.5,Male,
Plaça de Joaquim Folguera,Joaquim Folguera,,-0.5,Male,
Plaça de Joaquim Pena,Joaquim Pena,,-0.5,Male,
Plaça de Josep Andreu «Charlie Rivel»,Josep Andreu «Charlie Rivel»,,-0.5,Male,
Plaça de Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Plaça de l'Escultor Ramir Rocamora,Escultor Ramir Rocamora,,-0.5,Male,
Plaça de la Font Castellana,Font Castellana,,-0.5,Male,
Plaça de Llorca,Llorca,,-0.5,Male,
Plaça de Lluís Companys,Lluís Companys,,-0.5,Male,
Plaça de Manuel de Falla,Manuel de Falla,,-0.5,Male,
Plaça de Mossèn Clapés,Mossèn Clapés,,-0.5,Male,
Plaça de Mossèn Jacint Verdaguer,Mossèn Jacint Verdaguer,,-0.5,Male,
Plaça de Narcís Oller,Narcís Oller,,-0.5,Male,
Plaça de Pau Vila,Pau Vila,,-0.5,Male,
Plaça de Ramon Riera,Ramon Riera,,-0.5,Male,
Plaça de Sant Agustí Vell,Sant Agustí Vell,,-0.5,Male,
Plaça de Sant Francesc Xavier,Sant Francesc Xavier,,-0.5,Male,
Plaça de Sant Gregori Taumaturg,Sant Gregori Taumaturg,,-0.5,Male,
Plaça de Sant Jaume,Sant Jaume,,-0.5,Male,
Plaça de Sant Josep,Sant Josep,,-0.5,Male,
Plaça de Sant Pere,Sant Pere,,-0.5,Male,
Plaça de Sant Vicenç de Sarrià,Sant Vicenç de Sarrià,,-0.5,Male,
Plaça de Wagner,Wagner,,-0.5,Male,
Plaça del Coll de la Creu d'en Blau,Coll Creu en Blau,,-0.5,Male,
Plaça del Doctor Behring,Doctor Behring,,-0.5,Male,
Plaça del Doctor Fleming,Doctor Fleming,,-0.5,Male,
Plaça del Doctor Ignasi Barraquer,Doctor Ignasi Barraquer,,-0.5,Male,
Plaça del Doctor Letamendi,Doctor Letamendi,,-0.5,Male,
Plaça del Mestre Clavé,Mestre Clavé,,-0.5,Male,
Plaça Francesc Ferrer i Guàrdia,Francesc Ferrer i Guàrdia,,-0.5,Male,
Plaça Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Plaça Lluís Millet,Lluís Millet,,-0.5,Male,
plaça Major del Rectoret,Major Rectoret,,-0.5,Male,
Plaça Marconi,Marconi,,-0.5,Male,
Plaça Mosén Jaume Oliveras,Mosén Jaume Oliveras,,-0.5,Male,
Plaça Mossèn Ferran Palau,Mossèn Ferran Palau,,-0.5,Male,
Plaça Pau Vila,Pau Vila,,-0.5,Male,
Plaça Sant Jordi,Sant Jordi,,-0.5,Male,
Plaça Sant Ramon,Sant Ramon,,-0.5,Male,
Placeta de Daniel Dalmasses,Daniel Dalmasses,,-0.5,Male,
Placeta de Ramon Torres i Casanovas,Ramon Torres i Casanovas,,-0.5,Male,
Pont Nelson Mandela,Nelson Mandela,,-0.5,Male,
Ptge. Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Rafael de Campalans,Rafael Campans,,-0.5,Male,
Rafael Sebastià Irla,Rafael Sebastià Ir,,-0.5,Male,
Rambla d'Anselm Clave,Anselm Clave,,-0.5,Male,
Rambla de Just Oliveras,Just Oliveras,,-0.5,Male,
Rambla de Sant Andreu,Sant Andreu,,-0.5,Male,
Rambla de Sant Esteve,Sant Esteve,,-0.5,Male,
Rambla de Sant Jordi,Sant Jordi,,-0.5,Male,
Rambla de Sant Sebastià,Sant Sebastià,,-0.5,Male,
Rambla Rafael Casanova,Rafael Casanova,,-0.5,Male,
Riera de Marcel·lí,Marcel·lí,,-0.5,Male,
Riera de Sant Andreu,Sant Andreu,,-0.5,Male,
Ronda de Josep Canudas i Busquets,Josep Canudas i Busquets,,-0.5,Male,
Ronda de Sant Antoni,Sant Antoni,,-0.5,Male,
Ronda de Sant Pau,Sant Pau,,-0.5,Male,
Ronda de Sant Pau,Sant Pau,,-0.5,Male,
Ronda de Sant Pere,Sant Pere,,-0.5,Male,
Ronda de Sant Ramon,Sant Ramon,,-0.5,Male,
Ronda del General Mitre,General Mitre,,-0.5,Male,
Ronda Sant Martí,Sant Martí,,-0.5,Male,
San Isidro,San Isidro,,-0.5,Male,
Sant Carrer de Pasqual Bailón,Sant  Pasqual Bailón,,-0.5,Male,
Sant Francesc,Francesc,,-0.5,Male,
Sant Francesc Xavier,Francesc Xavier,,-0.5,Male,
Sant Joan Bosco,Joan Bosco,,-0.5,Male,
Sant Jordi,Jordi,,-0.5,Male,
Sant Oleguer,Oleguer,,-0.5,Male,
Sant Sever,Sever,,-0.5,Male,
Santiago Ramon y Cajal,iago Ramon y Cajal,,-0.5,Male,
Santiago Rusiñol,iago Rusiñol,,-0.5,Male,
Travessia de Sant Jeroni,Travessia  Jeroni,,-0.5,Male,
Carrer Adam i Eva,Adam i Eva,,-0.49,Male,
Carrer Beat Oriol,Beat Oriol,,-0.49,Male,
Carrer Blas Fernadez De Lirola,Blas Fernadez De Lirola,,-0.49,Male,
Carrer Claudi Güell,Claudi Güell,,-0.49,Male,
Carrer d'en Gaspar,en Gaspar,,-0.49,Male,
Carrer d'Enric Ventura,Enric Ventura,,-0.49,Male,
Carrer de Blai Net,Blai Net,,-0.49,Male,
Carrer de Cal Patrici,Cal Patrici,,-0.49,Male,
carrer de Colon,Colon,,-0.49,Male,
Carrer de Dante Alighieri,Dante Alighieri,,-0.49,Male,
Carrer de Doctor Gil,Doctor Gil,,-0.49,Male,
carrer de Don Pelai,Don Pelai,,-0.49,Male,
Carrer de Gabriel Ferrater,Gabriel Ferrater,,-0.49,Male,
Carrer de Gabriel Ferrater,Gabriel Ferrater,,-0.49,Male,
Carrer de Gabriel y Galán,Gabriel y Galán,,-0.49,Male,
Carrer de Jules Verne,Jules Verne,,-0.49,Male,
Carrer de Julian Besteiro,Julian Besteiro,,-0.49,Male,
Carrer de l'Arc de Sant Agustí,Arc Sant Agustí,,-0.49,Male,
Carrer de l'Arc de Sant Cristòfol,Arc Sant Cristòfol,,-0.49,Male,
Carrer de l'Arc de Sant Onofre,Arc Sant Onofre,,-0.49,Male,
Carrer de l'Arc de Sant Vicenç,Arc Sant Vicenç,,-0.49,Male,
Carrer de Lluís el Piadós,Lluís el Piadós,,-0.49,Male,
Carrer de Marcus Porcius,Marcus Porcius,,-0.49,Male,
Carrer de Marques de Monistrol,Marques de Monistrol,,-0.49,Male,
Carrer de Pau Claris,Pau Claris,,-0.49,Male,
carrer de Pau Claris,Pau Claris,,-0.49,Male,
Carrer de Pere Duran Farell,Pere Duran Farell,,-0.49,Male,
Carrer de Pere Sala,Pere Sala,,-0.49,Male,
Carrer de Pius XII,Pius XII,,-0.49,Male,
Carrer de Sabino Arana,Sabino Arana,,-0.49,Male,
Carrer de Sant Gabriel,Sant Gabriel,,-0.49,Male,
Carrer de Sant Gabriel,Sant Gabriel,,-0.49,Male,
Carrer de Sant Gabriel,Sant Gabriel,,-0.49,Male,
Carrer de Sant Sever,Sant Sever,,-0.49,Male,
Carrer de Saturnino Calleja,Saturnino Calleja,,-0.49,Male,
carrer de Vidal i Quadras,Vidal i Quadras,,-0.49,Male,
Carrer de Vidal i Quadras,Vidal i Quadras,,-0.49,Male,
Carrer de Vidal i Ribas,Vidal i Ribas,,-0.49,Male,
Carrer del Camp d'En Vidal,Camp En Vidal,,-0.49,Male,
Carrer del Doctor Balari i Jovany,Doctor Balari i Jovany,,-0.49,Male,
Carrer del Doctor Font i Quer,Doctor Font i Quer,,-0.49,Male,
